athlete_id,age,sex,weight_kg,vo2_max,resting_hr,baseline_hrv,session_type,duration_min,avg_hr,max_hr,distance_km,elevation_gain_m,sleep_hrs_prior,hrv_today,temp_c,percent_hr_max,pace_min_per_km,hr_efficiency,vo2_hr_ratio,depletion_factor,sleep_debt,calories_burned
R000466,41,F,89.8,40.6,59,85,race,226,159,172,42.2,122,4.2,63.6,18,0.924,5.68,5.41,0.255,39479.5,3.8,4222.9
R000467,39,F,82.6,58.1,46,83,race,280,144,156,42.2,138,4.8,66.4,16,0.923,6.59,5.4,0.403,45344.5,3.2,4135.5
R000468,22,F,82.0,50.4,53,88,race,209,159,177,42.2,180,4.4,73.0,13,0.898,5.09,3.71,0.317,37495.8,3.6,3469.5
R000469,26,M,78.6,53.6,48,81,race,267,168,184,42.2,82,5.0,61.3,20,0.913,6.27,6.35,0.319,45852.5,3.0,4921.4
R000470,25,M,87.6,52.2,55,92,race,158,159,174,42.2,57,4.8,85.5,10,0.914,4.14,5.55,0.328,25401.5,3.2,2604.6
R000471,44,M,80.4,62.4,46,60,race,222,163,177,42.2,144,7.2,43.7,16,0.921,5.36,5.8,0.383,38012.2,0.8,3933.4
R000472,32,M,61.3,62.5,50,81,race,283,160,170,42.2,61,4.6,71.0,27,0.941,6.82,2.77,0.391,47812.6,3.4,4425.4
R000473,39,F,58.9,54.4,57,76,race,195,148,166,42.2,147,5.2,52.1,26,0.892,4.65,1.65,0.368,30243.5,2.8,2855.8
R000474,39,M,86.2,54.2,52,60,race,151,148,162,42.2,172,7.0,53.4,14,0.914,3.52,8.61,0.366,23350.4,1.0,2356.0
R000475,27,M,56.1,58.2,54,75,race,176,157,174,42.2,220,7.5,60.4,19,0.902,4.28,4.82,0.371,30180.7,0.5,2670.0
R000476,28,F,81.2,47.8,50,99,race,296,156,174,42.2,164,7.0,94.9,10,0.897,6.81,5.14,0.306,48096.4,1.0,5065.6
R000477,26,F,77.6,48.9,48,98,race,222,158,176,42.2,102,5.1,75.9,23,0.898,5.22,3.21,0.309,40096.1,2.9,3539.8
R000478,23,M,77.4,41.4,56,78,race,140,151,166,42.2,87,4.3,60.0,28,0.91,3.47,4.81,0.274,22859.9,3.7,2120.4
R000479,25,M,55.0,60.3,59,65,race,229,161,175,42.2,105,6.6,46.8,27,0.92,5.47,2.47,0.375,40970.5,1.4,3521.7
R000480,22,F,60.5,57.2,53,87,race,177,146,165,42.2,238,6.1,71.7,25,0.885,4.03,6.23,0.392,28221.5,1.9,2282.2
R000481,44,M,80.0,56.5,45,91,race,289,168,184,42.2,111,5.6,85.8,25,0.913,7.05,6.39,0.336,54011.2,2.4,5455.5
R000482,31,F,77.1,47.2,56,99,race,146,162,178,42.2,70,6.0,81.1,10,0.91,3.58,4.4,0.291,25173.6,2.0,2553.2
R000483,41,M,55.0,63.4,51,82,race,283,173,187,42.2,150,7.5,57.3,27,0.925,6.6,4.78,0.366,50647.5,0.5,5210.3
R000484,23,M,77.9,41.8,59,91,race,157,158,169,42.2,143,7.3,61.3,21,0.935,4.04,3.52,0.265,26892.3,0.7,2451.3
R000485,41,F,83.5,40.9,49,60,race,270,142,154,42.2,62,4.2,47.2,24,0.922,6.24,3.45,0.288,43322.8,3.8,3843.4
R000486,34,F,59.1,56.1,51,74,race,199,153,165,42.2,161,5.4,64.0,20,0.927,4.17,4.33,0.367,31345.3,2.6,2871.3
R000487,37,F,55.3,55.7,50,87,race,171,154,172,42.2,184,6.1,79.2,16,0.895,3.83,9.23,0.362,28916.5,1.9,2569.1
R000488,25,M,56.6,41.4,55,85,race,156,173,185,42.2,160,5.7,70.4,26,0.935,3.6,2.49,0.239,29026.6,2.3,2833.0
R000489,41,M,72.2,61.2,57,97,race,276,157,176,42.2,146,4.8,68.6,22,0.892,6.47,3.51,0.39,45344.1,3.2,4520.2
R000490,44,M,58.1,60.1,52,97,race,278,146,156,42.2,206,5.6,76.5,29,0.936,6.78,7.64,0.412,41246.0,2.4,3983.0
R000491,43,F,66.1,47.9,47,60,race,253,163,176,42.2,246,5.1,59.5,24,0.926,6.09,3.72,0.294,44392.3,2.9,4451.9
R000492,27,M,71.6,49.1,54,76,race,297,154,173,42.2,213,4.6,48.0,24,0.89,7.01,5.27,0.319,46130.0,3.4,4774.4
R000493,37,F,85.8,65.0,55,66,race,163,166,178,42.2,203,4.8,41.8,12,0.933,4.18,5.01,0.392,27682.0,3.2,3155.1
R000494,42,M,80.6,57.7,59,64,race,230,154,167,42.2,142,5.6,58.7,18,0.922,5.05,4.26,0.375,39069.3,2.4,3992.8
R000495,32,F,74.6,64.0,47,75,race,226,172,183,42.2,155,5.2,74.7,29,0.94,5.54,3.45,0.372,42915.7,2.8,4051.1
R000496,35,F,84.5,50.0,56,67,race,273,168,187,42.2,72,6.9,61.7,18,0.898,6.29,6.31,0.298,47446.9,1.1,5075.6
R000497,26,F,63.0,53.1,50,70,race,247,165,183,42.2,240,7.0,63.8,24,0.902,5.75,5.2,0.322,41077.5,1.0,4121.9
R000498,39,F,79.7,51.3,58,96,race,186,151,161,42.2,81,7.2,82.7,10,0.938,4.38,4.25,0.34,29595.7,0.8,2891.8
R000499,26,M,66.5,61.5,48,63,race,265,158,168,42.2,65,5.6,52.2,11,0.94,6.21,5.54,0.389,42304.4,2.4,4125.6
R000500,30,F,74.4,58.3,54,74,race,181,166,182,42.2,163,4.4,64.6,25,0.912,4.54,3.7,0.351,32436.8,3.6,3175.5
R000501,27,F,63.0,46.0,57,75,race,255,148,160,42.2,101,5.4,67.4,10,0.925,5.88,5.99,0.311,42059.3,2.6,3560.4
R000502,32,F,86.9,64.1,53,95,race,205,163,174,42.2,220,4.1,75.3,13,0.937,4.47,4.85,0.393,34820.8,3.9,3757.8
R000503,40,F,75.8,59.8,51,80,race,278,147,166,42.2,170,7.0,55.5,18,0.886,6.77,8.0,0.407,43779.5,1.0,4357.9
R000504,43,M,65.9,55.4,57,81,race,294,159,178,42.2,59,5.3,79.4,15,0.893,6.62,1.71,0.348,48875.7,2.7,5140.8
R000505,36,M,63.5,56.8,48,99,race,262,160,172,42.2,123,7.0,64.4,23,0.93,6.09,4.36,0.355,44944.2,1.0,4271.0
R000506,28,F,56.8,57.1,47,88,race,204,144,155,42.2,168,6.2,62.9,17,0.929,4.71,2.96,0.397,30248.6,1.8,2603.6
R000507,36,M,65.3,40.0,57,69,race,195,154,173,42.2,173,5.3,65.5,26,0.89,4.5,3.24,0.26,31069.3,2.7,3005.6
R000508,29,F,75.4,57.2,55,91,race,273,148,158,42.2,139,4.9,59.2,11,0.937,6.44,5.71,0.386,45706.7,3.1,4169.9
R000509,28,F,87.4,62.5,56,76,race,187,164,178,42.2,91,7.3,70.1,11,0.921,4.3,6.27,0.381,32322.0,0.7,3231.0
R000510,43,M,73.4,45.1,49,66,race,260,159,173,42.2,111,5.2,57.3,14,0.919,6.41,6.5,0.284,45481.1,2.8,4272.8
R000511,24,F,82.7,60.1,58,77,race,261,162,176,42.2,105,5.7,60.9,21,0.92,6.02,7.45,0.371,46696.4,2.3,4412.3
R000512,35,M,57.4,54.7,53,95,race,213,158,175,42.2,146,4.6,65.6,16,0.903,4.68,1.92,0.346,38063.8,3.4,3315.8
R000513,39,M,84.7,51.0,54,72,race,279,166,178,42.2,174,6.3,44.0,18,0.933,6.7,4.9,0.307,49882.8,1.7,5076.1
R000514,26,F,75.5,59.1,47,78,race,298,161,173,42.2,203,4.1,65.7,12,0.931,7.07,4.84,0.367,54217.1,3.9,5107.8
R000515,33,M,72.3,43.3,58,83,race,211,150,162,42.2,230,4.4,79.8,13,0.926,4.98,4.0,0.289,32251.6,3.6,3227.4
R000516,25,F,60.9,48.4,49,85,race,246,156,172,42.2,165,7.0,69.6,21,0.907,5.93,4.55,0.31,43173.3,1.0,3679.3
R000517,30,M,71.5,53.2,53,83,race,283,166,184,42.2,141,7.0,64.7,28,0.902,6.97,4.5,0.32,49774.8,1.0,5079.3
R000518,24,F,68.6,44.3,55,83,race,211,159,170,42.2,136,7.0,58.4,21,0.935,5.17,1.3,0.279,37087.2,1.0,3305.8
R000519,33,M,88.5,59.2,52,78,race,222,143,160,42.2,97,7.3,62.4,19,0.894,5.46,4.74,0.414,33443.0,0.7,3412.5
R000520,27,M,69.8,41.7,56,97,race,268,148,160,42.2,156,6.7,64.0,14,0.925,6.28,5.93,0.282,42479.2,1.3,3922.0
R000521,36,F,59.6,47.7,47,64,race,216,159,173,42.2,57,4.9,51.1,23,0.919,5.05,3.63,0.3,38092.9,3.1,3543.1
R000522,36,F,81.2,41.3,56,84,race,183,154,164,42.2,191,4.8,59.8,24,0.939,4.56,5.05,0.268,28668.2,3.2,3062.3
R000523,44,M,88.1,43.5,53,94,race,227,146,163,42.2,231,6.8,93.8,16,0.896,5.22,6.28,0.298,37934.6,1.2,3472.8
R000524,33,F,57.0,41.3,52,88,race,161,140,159,42.2,94,4.9,85.5,24,0.881,3.89,4.57,0.295,23610.1,3.1,1977.8
R000525,26,M,81.7,40.5,54,71,race,255,150,161,42.2,117,5.5,46.6,10,0.932,6.18,3.1,0.27,40024.7,2.5,3823.6
R000526,31,F,60.4,58.3,57,76,race,256,161,178,42.2,227,5.6,71.7,16,0.904,5.89,3.64,0.362,43190.1,2.4,4060.9
R000527,42,F,64.2,48.9,57,71,race,201,166,185,42.2,57,5.6,64.8,17,0.897,4.53,2.05,0.295,36253.7,2.4,3456.3
R000528,35,F,88.5,58.4,45,83,race,287,144,159,42.2,56,5.2,76.9,24,0.906,6.91,6.59,0.406,43644.3,2.8,4304.3
R000529,33,F,87.0,42.3,58,80,race,154,158,177,42.2,112,5.0,56.2,18,0.893,3.68,6.37,0.268,26103.2,3.0,2659.4
R000530,31,F,86.5,51.2,53,87,race,219,153,168,42.2,244,7.5,61.5,27,0.911,5.1,3.61,0.335,36820.8,0.5,3495.8
R000531,39,M,65.9,42.6,59,76,race,202,168,182,42.2,64,6.3,71.4,12,0.923,4.89,6.26,0.254,37272.5,1.7,3472.4
R000532,32,M,57.3,49.2,45,62,race,165,169,188,42.2,113,6.2,39.2,19,0.899,3.9,5.07,0.291,31555.3,1.8,2850.1
R000533,42,M,89.8,42.7,58,73,race,211,153,166,42.2,109,6.1,51.9,16,0.922,5.0,2.29,0.279,33445.6,1.9,3722.5
R000534,27,F,89.2,60.3,47,78,race,277,152,171,42.2,150,5.9,64.1,26,0.889,6.51,7.06,0.397,44940.6,2.1,4422.1
R000535,28,M,80.2,45.3,55,73,race,164,143,162,42.2,158,5.7,72.2,28,0.883,3.92,4.38,0.317,25401.5,2.3,2347.2
R000536,27,M,61.2,46.3,58,78,race,167,152,165,42.2,104,5.1,51.3,26,0.921,3.85,4.7,0.305,27416.2,2.9,2365.0
R000537,41,M,83.3,44.4,59,76,race,189,161,175,42.2,88,4.7,58.6,17,0.92,4.43,3.62,0.276,34598.6,3.3,3355.0
R000538,38,F,67.2,55.7,50,92,race,247,148,163,42.2,157,5.0,79.6,12,0.908,5.88,3.92,0.376,41431.4,3.0,3796.6
R000539,22,F,79.2,62.1,53,95,race,220,165,175,42.2,79,7.0,84.5,26,0.943,5.36,3.7,0.376,37846.9,1.0,3701.8
R000540,29,F,63.8,51.4,52,68,race,210,154,165,42.2,72,5.0,47.1,28,0.933,5.31,7.74,0.334,32489.3,3.0,3229.1
R000541,25,M,71.8,63.3,47,61,race,217,164,181,42.2,240,4.7,48.6,24,0.906,5.25,5.18,0.386,36939.7,3.3,3597.9
R000542,32,F,57.5,40.7,49,68,race,284,158,172,42.2,135,5.4,66.6,25,0.919,6.72,7.16,0.258,51425.7,2.6,4338.2
R000543,29,F,66.9,43.6,48,85,race,192,152,168,42.2,166,4.4,57.3,12,0.905,4.12,6.03,0.287,29437.0,3.6,2789.7
R000544,41,F,69.1,43.4,59,77,race,140,163,180,42.2,167,6.4,72.1,23,0.906,3.13,4.03,0.266,25448.4,1.6,2343.2
R000545,37,M,76.2,42.2,58,73,race,172,147,160,42.2,56,6.0,53.8,15,0.919,4.41,3.75,0.287,27750.3,2.0,2558.6
R000546,27,F,64.2,48.6,56,86,race,201,164,180,42.2,153,7.2,53.3,29,0.911,4.54,2.84,0.296,34442.2,0.8,3377.6
R000547,23,F,59.4,44.6,54,77,race,260,165,181,42.2,194,6.4,61.0,23,0.912,6.02,3.19,0.27,45823.0,1.6,4164.2
R000548,29,F,76.5,40.3,58,80,race,202,152,164,42.2,195,7.2,52.3,24,0.927,5.16,3.67,0.265,31157.4,0.8,3260.2
R000549,32,M,82.8,62.9,59,72,race,217,161,180,42.2,169,6.5,63.3,24,0.894,5.31,2.37,0.391,37009.5,1.5,3661.9
R000550,33,M,75.9,52.6,52,73,race,226,163,179,42.2,175,6.7,65.9,28,0.911,5.17,3.93,0.323,39774.8,1.3,4080.5
R000551,29,F,74.4,64.7,46,99,race,153,156,166,42.2,62,6.0,80.3,14,0.94,3.08,4.76,0.415,26451.1,2.0,2340.4
R000552,35,F,84.7,48.9,55,71,race,280,154,170,42.2,177,4.5,65.2,17,0.906,6.74,2.68,0.318,48899.4,3.5,4585.9
R000553,23,F,71.2,49.8,47,81,race,226,149,163,42.2,144,7.5,66.6,10,0.914,5.22,6.13,0.334,33700.9,0.5,3292.8
R000554,26,M,66.3,56.1,49,82,race,154,151,170,42.2,215,5.5,67.2,13,0.888,3.68,7.37,0.372,25334.6,2.5,2216.0
R000555,41,M,74.4,48.2,50,72,race,274,155,173,42.2,169,6.2,59.1,21,0.896,6.34,2.8,0.311,48474.9,1.8,4658.2
R000556,38,M,63.8,45.1,57,63,race,226,164,178,42.2,110,6.4,59.3,15,0.921,5.37,6.62,0.275,38957.5,1.6,3823.6
R000557,41,M,72.4,54.5,50,73,race,284,170,185,42.2,236,6.2,61.3,12,0.919,6.78,2.51,0.321,54591.7,1.8,5324.8
R000558,41,M,73.1,49.5,48,97,race,201,153,169,42.2,68,6.9,75.8,22,0.905,5.03,2.73,0.324,32560.2,1.1,3263.8
R000559,43,M,77.2,64.6,58,67,race,288,161,179,42.2,244,5.7,54.1,13,0.899,6.5,3.46,0.401,52208.7,2.3,5336.6
R000560,36,M,67.5,63.5,51,82,race,238,149,163,42.2,129,5.8,64.4,11,0.914,5.76,6.07,0.426,36930.8,2.2,3704.9
R000561,30,M,86.0,58.8,49,81,race,254,170,186,42.2,146,4.7,59.6,22,0.914,6.16,7.36,0.346,45313.2,3.3,4634.7
R000562,34,F,89.3,45.6,49,83,race,267,159,173,42.2,160,4.4,64.8,13,0.919,6.71,4.54,0.287,47366.3,3.6,4688.9
R000563,24,M,80.1,43.4,46,83,race,284,155,171,42.2,227,5.8,67.7,12,0.906,6.86,4.91,0.28,47734.3,2.2,4480.5
R000564,29,M,85.2,62.2,58,89,race,252,149,159,42.2,161,6.1,78.7,29,0.937,6.03,5.66,0.417,38956.0,1.9,3914.7
R000565,44,F,64.4,59.4,45,85,race,187,162,181,42.2,118,4.1,56.8,15,0.895,4.57,1.3,0.367,32144.2,3.9,3200.1
R000566,23,M,74.0,52.4,54,79,race,236,144,163,42.2,173,5.4,76.1,27,0.883,5.46,2.32,0.364,38741.6,2.6,3211.8
R000567,38,F,72.4,46.9,55,67,race,204,154,168,42.2,73,4.1,42.2,14,0.917,4.65,6.68,0.305,34197.8,3.9,3418.5
R000568,34,F,56.7,44.8,53,85,race,173,159,176,42.2,144,7.1,55.3,25,0.903,4.24,8.41,0.282,29620.4,0.9,2725.1
R000569,35,F,79.5,63.2,47,71,race,208,153,168,42.2,73,5.6,49.6,22,0.911,4.92,5.7,0.413,33697.8,2.4,3289.4
R000570,25,F,70.8,52.5,55,65,race,279,159,177,42.2,205,4.8,40.4,20,0.898,6.4,4.63,0.33,45386.1,3.2,4558.1
R000571,42,F,66.7,57.4,47,81,race,295,164,178,42.2,70,5.9,75.6,24,0.921,6.68,6.94,0.35,50754.6,2.1,5062.4
R000572,40,M,82.1,43.2,51,88,race,154,144,163,42.2,177,6.8,72.7,14,0.883,3.88,5.4,0.3,22661.7,1.2,2277.7
R000573,29,M,81.5,45.6,58,96,race,195,153,163,42.2,160,7.5,91.9,13,0.939,4.65,4.8,0.298,30229.4,0.5,3209.1
R000574,25,M,76.4,60.5,54,95,race,253,157,168,42.2,234,6.2,57.7,12,0.935,5.68,8.88,0.385,45342.1,1.8,3919.4
R000575,25,M,72.3,61.2,52,96,race,235,143,156,42.2,177,5.2,85.0,10,0.917,5.67,6.11,0.428,34108.7,2.8,3309.8
R000576,38,F,77.7,58.1,46,86,race,225,154,165,42.2,167,7.3,77.6,16,0.933,5.33,5.2,0.377,35576.5,0.7,3821.8
R000577,36,M,68.2,62.7,55,88,race,267,173,187,42.2,119,5.1,69.0,13,0.925,6.16,6.48,0.362,49462.1,2.9,4960.6
R000578,37,M,76.1,62.0,53,75,race,190,161,180,42.2,139,4.3,68.6,21,0.894,4.63,3.75,0.385,31414.1,3.7,3367.1
R000579,31,M,59.0,53.7,49,83,race,163,164,178,42.2,209,6.2,64.5,16,0.921,3.97,6.52,0.327,28373.8,1.8,2811.5
R000580,25,M,55.4,47.5,51,98,race,204,147,166,42.2,248,4.2,81.5,16,0.886,4.94,6.57,0.323,30024.5,3.8,2620.8
R000581,38,F,72.1,40.6,54,62,race,230,142,161,42.2,226,5.4,43.0,13,0.882,5.56,4.44,0.286,33431.0,2.6,3313.6
R000582,38,M,58.9,51.7,57,72,race,142,141,156,42.2,81,5.4,70.5,25,0.904,3.47,1.77,0.367,21320.6,2.6,1956.4
R000583,39,F,61.6,57.5,55,76,race,251,162,177,42.2,231,6.5,50.8,11,0.915,6.08,4.13,0.355,46591.5,1.5,4038.4
R000584,33,M,74.7,43.4,58,95,race,147,152,167,42.2,237,4.3,82.6,26,0.91,3.42,3.87,0.286,25662.7,3.7,2205.7
R000585,42,F,80.7,52.2,48,68,race,169,160,176,42.2,65,5.6,59.6,10,0.909,4.2,4.07,0.326,27469.8,2.4,2873.9
R000586,31,M,83.2,62.5,51,76,race,155,166,183,42.2,118,4.6,70.9,14,0.907,3.39,6.82,0.377,27983.5,3.4,2739.3
R000587,32,M,71.3,55.4,55,77,race,193,160,175,42.2,192,4.3,65.0,15,0.914,4.65,3.48,0.346,35320.0,3.7,3109.9
R000588,39,M,83.8,45.5,48,69,race,168,160,171,42.2,62,6.1,67.3,22,0.936,3.51,6.13,0.284,30471.8,1.9,2852.4
R000589,26,M,88.2,42.0,58,88,race,174,150,168,42.2,127,6.7,54.0,12,0.893,3.71,6.44,0.28,26724.0,1.3,2603.0
R000590,26,M,69.6,51.3,56,99,race,158,156,166,42.2,142,6.2,70.3,19,0.94,4.02,7.33,0.329,27225.3,1.8,2494.9
R000591,36,F,57.5,57.3,49,89,race,230,155,168,42.2,217,5.7,64.5,10,0.923,5.4,4.39,0.37,37453.4,2.3,3616.7
R000592,38,F,56.8,45.5,49,75,race,273,145,163,42.2,76,5.4,55.7,17,0.89,6.33,4.18,0.314,43502.7,2.6,3771.9
R000593,27,F,80.4,57.7,51,89,race,261,161,179,42.2,245,6.7,59.5,11,0.899,6.04,0.34,0.358,47238.9,1.3,4245.7
R000594,41,F,60.3,61.5,57,83,race,167,166,176,42.2,111,7.3,73.8,16,0.943,4.05,6.5,0.37,29481.3,0.7,2867.3
R000595,40,F,87.1,49.7,47,78,race,281,156,170,42.2,115,4.4,67.5,19,0.918,6.59,4.61,0.319,43978.2,3.6,4837.6
R000596,38,F,66.3,43.3,50,61,race,288,165,182,42.2,146,4.6,42.7,19,0.907,6.89,0.98,0.262,52503.2,3.4,5251.0
R000597,36,F,86.6,62.9,47,61,race,145,167,179,42.2,219,4.2,42.0,28,0.933,3.38,8.66,0.377,25624.1,3.8,2631.6
R000598,42,F,75.3,63.7,58,86,race,210,162,173,42.2,181,5.1,79.8,22,0.936,5.21,2.97,0.393,38930.9,2.9,3704.7
R000599,35,M,68.4,60.9,45,94,race,153,150,164,42.2,203,5.9,65.1,13,0.915,3.56,4.08,0.406,23661.8,2.1,2245.2
R000600,41,F,78.5,62.8,58,81,race,185,153,163,42.2,67,4.8,69.6,17,0.939,4.38,6.87,0.41,28928.3,3.2,3025.9
R000601,27,M,80.7,41.8,53,70,race,183,158,172,42.2,249,4.5,69.1,17,0.919,4.12,3.62,0.265,29459.0,3.5,2930.0
R000602,24,M,71.4,59.6,50,78,race,157,158,174,42.2,180,6.2,47.1,13,0.908,4.19,5.13,0.377,26508.2,1.8,2510.9
R000603,42,F,78.1,48.7,58,72,race,244,152,163,42.2,171,6.7,49.6,21,0.933,5.98,4.12,0.32,37476.8,1.3,4020.7
R000604,42,M,55.1,58.1,51,74,race,205,154,171,42.2,197,4.9,58.5,26,0.901,5.12,5.98,0.377,33174.4,3.1,3065.5
R000605,40,M,71.3,53.4,51,95,race,276,164,177,42.2,154,4.3,65.0,10,0.927,6.68,4.2,0.326,47060.2,3.7,4897.5
R000606,27,F,87.4,56.1,59,94,race,204,158,176,42.2,245,5.5,67.9,16,0.898,4.76,4.18,0.355,35254.8,2.5,3610.7
R000607,32,M,59.0,60.7,52,91,race,166,154,172,42.2,116,5.8,64.6,24,0.895,4.03,7.28,0.394,28165.8,2.2,2437.7
R000608,40,M,82.7,51.9,56,75,race,269,170,186,42.2,71,4.4,45.4,10,0.914,6.52,8.11,0.305,51143.8,3.6,5105.7
R000609,37,M,82.6,50.2,54,71,race,199,150,165,42.2,198,4.3,58.5,22,0.909,4.76,3.92,0.335,31491.0,3.7,3185.3
R000610,27,F,89.2,58.2,49,73,race,176,148,164,42.2,132,6.0,48.8,22,0.902,4.2,0.84,0.393,27987.2,2.0,2693.3
R000611,32,M,80.7,54.4,52,93,race,241,168,181,42.2,216,4.6,66.8,21,0.928,5.77,6.93,0.324,41096.8,3.4,4530.8
R000612,30,F,84.1,41.0,48,68,race,190,158,172,42.2,244,7.0,40.8,25,0.919,4.46,5.86,0.259,32630.9,1.0,3171.9
R000613,44,M,59.5,58.9,58,93,race,217,165,176,42.2,97,5.0,88.2,17,0.938,5.24,9.38,0.357,37063.4,3.0,3824.5
R000614,23,M,79.0,59.4,48,92,race,242,163,179,42.2,79,6.2,58.2,25,0.911,5.71,5.88,0.364,43879.0,1.8,4307.6
R000615,41,M,65.1,46.3,49,63,race,173,163,182,42.2,228,5.4,44.1,29,0.896,3.53,7.17,0.284,31589.7,2.6,3076.7
R000616,40,M,82.5,59.2,54,61,race,163,147,161,42.2,110,5.1,44.8,19,0.913,3.74,5.14,0.403,27469.2,2.9,2651.4
R000617,28,M,70.5,44.7,47,93,race,170,167,183,42.2,141,5.5,91.3,25,0.913,3.83,4.73,0.268,31266.2,2.5,2933.1
R000618,28,M,75.4,63.7,59,88,race,263,156,166,42.2,106,5.4,60.4,13,0.94,6.32,3.16,0.408,42135.1,2.6,4388.1
R000619,40,M,66.1,63.5,47,63,race,187,170,187,42.2,95,5.2,50.5,20,0.909,4.54,7.98,0.374,33837.2,2.8,3595.7
R000620,31,F,81.2,63.4,56,67,race,258,140,158,42.2,199,4.9,53.7,11,0.886,6.23,1.04,0.453,40969.7,3.1,3656.1
R000621,40,M,65.9,59.2,57,67,race,177,159,178,42.2,144,6.7,56.8,17,0.893,4.09,4.3,0.372,30856.3,1.3,3059.1
R000622,34,F,79.5,51.6,48,83,race,173,156,171,42.2,138,6.5,53.8,27,0.912,3.71,5.27,0.331,27918.9,1.5,2768.8
R000623,34,F,78.8,58.8,46,94,race,186,162,177,42.2,232,5.8,80.2,16,0.915,4.6,7.54,0.363,33096.1,2.2,3249.4
R000624,35,F,76.4,57.9,46,79,race,254,167,184,42.2,157,7.0,73.6,10,0.908,5.8,2.31,0.347,45066.5,1.0,4518.8
R000625,38,M,64.4,53.3,51,93,race,211,152,165,42.2,135,5.2,75.9,12,0.921,4.91,2.74,0.351,33336.7,2.8,3100.8
R000626,44,M,72.2,42.4,51,77,race,299,163,180,42.2,156,4.3,71.5,11,0.906,7.3,7.62,0.26,54927.4,3.7,5376.2
R000627,28,F,63.1,55.6,48,95,race,143,169,186,42.2,208,5.9,58.2,17,0.909,3.22,4.66,0.329,26432.4,2.1,2568.6
R000628,39,M,84.9,61.1,49,77,race,178,161,175,42.2,121,5.9,54.1,25,0.92,4.2,4.7,0.38,30524.4,2.1,3069.7
R000629,24,F,83.4,60.7,47,81,race,262,167,177,42.2,115,5.7,63.4,11,0.944,6.01,-0.21,0.363,49400.7,2.3,4732.2
R000630,28,F,71.4,51.0,46,98,race,247,158,174,42.2,84,7.0,93.1,18,0.908,5.79,6.23,0.323,40124.3,1.0,3811.7
R000631,22,F,78.8,42.1,49,80,race,294,165,177,42.2,153,5.1,58.3,14,0.932,6.77,7.56,0.255,51988.9,2.9,5101.1
R000632,38,F,78.8,62.4,58,72,race,201,169,184,42.2,78,4.3,62.8,12,0.918,4.51,5.02,0.369,35183.2,3.7,3910.8
R000633,29,F,77.1,51.8,45,60,race,247,158,170,42.2,183,7.4,38.0,27,0.929,5.88,4.18,0.328,41162.4,0.6,3988.5
R000634,33,M,66.1,46.7,59,68,race,294,156,174,42.2,179,4.8,65.1,23,0.897,7.1,4.4,0.299,51872.5,3.2,4472.6
R000635,25,M,78.8,56.7,45,70,race,209,163,181,42.2,189,5.6,52.8,19,0.901,4.84,6.31,0.348,36605.5,2.4,3433.2
R000636,41,M,84.1,49.0,56,74,race,220,166,184,42.2,207,6.3,46.2,15,0.902,5.04,4.61,0.295,41357.7,1.7,4150.1
R000637,43,F,83.7,59.6,45,87,race,289,149,164,42.2,115,6.5,52.3,28,0.909,6.88,5.09,0.4,45060.0,1.5,4869.0
R000638,30,M,88.4,41.3,52,99,race,246,167,178,42.2,82,4.7,81.3,26,0.938,5.67,5.17,0.247,42646.0,3.3,4527.8
R000639,27,F,89.1,41.5,45,91,race,260,154,173,42.2,190,4.3,79.9,24,0.89,6.25,3.2,0.269,44481.5,3.7,4445.4
R000640,25,F,89.1,61.8,58,85,race,211,153,164,42.2,172,6.7,67.0,12,0.933,4.72,4.92,0.404,35298.0,1.3,3448.2
R000641,29,F,60.5,58.5,58,78,race,174,147,166,42.2,234,5.2,57.4,25,0.886,3.91,1.24,0.398,29048.2,2.8,2425.2
R000642,36,F,89.9,52.3,58,61,race,296,151,170,42.2,220,7.1,41.3,21,0.888,7.1,6.41,0.346,50684.6,0.9,5029.4
R000643,30,M,77.6,53.6,48,93,race,213,169,186,42.2,87,5.0,61.7,26,0.909,5.06,6.23,0.317,39291.7,3.0,3773.7
R000644,36,M,82.5,45.9,48,63,race,163,143,156,42.2,72,5.5,51.9,12,0.917,3.44,6.33,0.321,24269.6,2.5,2400.0
R000645,31,F,62.2,47.3,57,98,race,253,147,165,42.2,60,7.5,84.7,16,0.891,6.04,2.25,0.322,41780.8,0.5,3718.9
R000646,27,F,60.4,46.6,51,86,race,259,157,175,42.2,216,7.2,79.6,11,0.897,5.82,6.17,0.297,42306.9,0.8,3856.4
R000647,27,M,60.9,50.6,49,73,race,240,153,165,42.2,232,7.3,49.0,16,0.927,5.61,4.45,0.331,40152.3,0.7,3667.8
R000648,40,F,80.0,50.9,45,87,race,158,158,171,42.2,56,6.7,60.7,26,0.924,3.92,6.44,0.322,28142.2,1.3,2591.5
R000649,31,F,77.0,48.0,54,79,race,283,145,164,42.2,147,6.1,56.8,26,0.884,6.92,3.0,0.331,45753.4,1.9,4201.1
R000650,35,M,77.4,41.7,59,84,race,165,161,179,42.2,118,6.2,68.7,22,0.899,3.78,7.04,0.259,29378.0,1.8,2863.3
R000651,27,M,85.6,50.8,58,77,race,238,152,166,42.2,87,6.6,69.6,24,0.916,5.55,1.4,0.334,40493.8,1.4,3719.5
R000652,30,M,88.6,54.8,56,97,race,279,152,165,42.2,107,5.4,95.2,18,0.921,6.51,2.78,0.361,44294.1,2.6,4367.1
