athlete_id,age,sex,weight_kg,vo2_max,resting_hr,baseline_hrv,session_type,duration_min,avg_hr,max_hr,distance_km,elevation_gain_m,sleep_hrs_prior,hrv_today,temp_c,percent_hr_max,pace_min_per_km,hr_efficiency,vo2_hr_ratio,depletion_factor,sleep_debt,calories_burned
A0454,31,M,86.4,43.1,56,69,long_run,95,147,164,9.6,59,6.1,54.2,32,0.896,9.9,15.31,0.293,14265.9,1.9,1429.6
A0455,35,M,72.7,38.9,64,79,intervals,119,144,155,20.7,284,6.3,59.5,30,0.929,5.75,6.96,0.27,17426.9,1.7,1600.0
A0456,44,M,78.6,53.9,49,66,tempo,37,152,170,5.8,201,5.5,53.6,20,0.894,6.38,26.21,0.355,5414.3,2.5,577.6
A0457,33,F,66.8,39.9,62,95,long_run,50,148,164,6.2,270,8.8,97.5,29,0.902,8.06,23.87,0.27,7768.7,-0.8,664.3
A0458,24,F,69.7,49.3,48,82,tempo,50,150,160,8.6,82,7.2,71.7,21,0.938,5.81,17.44,0.329,7701.6,0.8,722.2
A0459,27,M,60.5,51.6,47,96,intervals,62,172,186,9.9,192,6.7,76.2,11,0.925,6.26,17.37,0.3,10811.1,1.3,1087.5
A0460,32,F,60.1,47.0,55,63,long_run,105,138,153,18.6,262,7.1,57.7,20,0.902,5.65,7.42,0.341,14052.5,0.9,1270.0
A0461,40,M,74.8,39.2,54,93,tempo,53,157,167,9.3,12,5.3,74.3,12,0.94,5.7,16.88,0.25,8118.5,2.7,861.8
A0462,20,M,81.9,54.3,48,65,long_run,44,165,177,8.1,26,7.7,51.1,18,0.932,5.43,20.37,0.329,7403.7,0.3,719.6
A0463,20,F,82.1,40.7,52,60,long_run,71,159,167,10.6,234,7.4,67.6,12,0.952,6.7,15.0,0.256,11546.1,0.6,1133.1
A0464,20,M,63.1,40.3,51,92,tempo,48,131,142,4.9,272,7.4,94.1,30,0.923,9.8,26.73,0.308,6015.0,0.6,504.7
A0465,26,F,81.8,50.3,48,80,intervals,80,175,182,11.8,67,6.5,87.2,11,0.962,6.78,14.83,0.287,13913.7,1.5,1397.8
A0466,38,M,58.2,44.5,62,83,intervals,61,174,179,9.9,195,4.8,83.6,23,0.972,6.16,17.58,0.256,11072.3,3.2,1080.1
A0467,23,F,67.0,40.1,49,84,tempo,37,153,161,4.1,175,6.5,80.3,27,0.95,9.02,37.32,0.262,5505.9,1.5,532.5
A0468,41,F,69.0,54.0,59,86,tempo,61,141,150,10.2,255,6.6,62.4,34,0.94,5.98,13.82,0.383,8311.3,1.4,839.6
A0469,22,M,57.4,49.3,48,65,long_run,40,167,177,7.0,85,8.2,65.1,19,0.944,5.71,23.86,0.295,6419.3,-0.2,620.6
A0470,40,M,69.3,41.0,58,90,long_run,81,163,177,11.9,102,6.0,73.8,17,0.921,6.81,13.7,0.252,13728.0,2.0,1409.9
A0471,38,F,77.8,55.9,59,91,intervals,104,143,158,18.6,188,7.7,80.8,17,0.905,5.59,7.69,0.391,15614.8,0.3,1478.4
A0472,25,M,87.8,41.1,50,74,intervals,71,178,195,8.6,296,6.4,65.4,32,0.913,8.26,20.7,0.231,12331.6,1.6,1329.9
A0473,27,F,70.7,51.3,62,94,tempo,74,148,165,10.2,82,6.2,80.6,13,0.897,7.25,14.51,0.347,10932.8,1.8,1053.1
A0474,26,F,80.0,46.8,60,64,intervals,116,165,177,13.5,219,6.8,52.8,26,0.932,8.59,12.22,0.284,19472.1,1.2,1930.0
A0475,37,M,80.2,39.2,55,81,intervals,86,154,161,15.6,35,6.9,79.9,13,0.957,5.51,9.87,0.255,12604.4,1.1,1333.2
A0476,23,M,76.5,64.9,63,62,long_run,118,154,170,22.5,240,5.8,65.9,25,0.906,5.24,6.84,0.421,18827.5,2.2,1675.7
A0477,23,F,69.2,61.4,53,74,tempo,38,136,150,3.8,77,4.6,70.0,32,0.907,10.0,35.79,0.451,5006.2,3.4,451.3
A0478,40,F,71.2,40.8,47,72,intervals,99,176,185,18.7,261,8.6,73.5,16,0.951,5.29,9.41,0.232,16882.5,-0.6,1906.5
A0479,35,M,67.7,42.1,47,97,tempo,82,152,169,14.4,180,8.7,102.1,27,0.899,5.69,10.56,0.277,12838.1,-0.7,1218.8
A0480,34,M,84.1,53.5,54,75,tempo,92,154,170,10.6,269,7.8,79.3,15,0.906,8.68,14.53,0.347,13460.4,0.2,1458.9
A0481,34,M,81.3,48.1,50,76,long_run,57,179,198,7.7,9,8.7,82.2,20,0.904,7.4,23.25,0.269,10094.9,-0.7,1105.9
A0482,33,M,80.9,48.8,53,60,intervals,50,151,161,8.5,201,5.6,60.7,29,0.938,5.88,17.76,0.323,7337.5,2.4,761.2
A0483,34,M,89.6,50.9,53,60,tempo,98,170,178,10.5,239,6.5,51.0,25,0.955,9.33,16.19,0.299,17482.0,1.5,1835.2
A0484,34,F,55.4,42.6,61,63,long_run,80,154,159,11.0,74,6.7,63.1,19,0.969,7.27,14.0,0.277,11766.3,1.3,1190.9
A0485,37,M,74.4,55.4,56,93,tempo,54,146,155,8.6,5,6.0,97.1,25,0.942,6.28,16.98,0.379,7701.4,2.0,762.6
A0486,31,M,79.7,48.6,48,73,tempo,76,168,179,11.9,146,6.5,53.7,31,0.939,6.39,14.12,0.289,12952.1,1.5,1381.3
A0487,25,F,75.9,63.0,54,74,tempo,52,165,178,8.2,258,5.7,76.0,14,0.927,6.34,20.12,0.382,8154.5,2.3,850.8
A0488,22,F,82.7,45.6,59,75,intervals,86,162,176,12.2,163,8.5,63.4,34,0.92,7.05,13.28,0.281,14229.0,-0.5,1409.2
A0489,25,M,84.0,57.4,52,96,tempo,50,162,167,9.1,52,7.0,79.6,19,0.97,5.49,17.8,0.354,8344.8,1.0,825.2
A0490,41,M,76.8,42.1,55,69,tempo,62,136,155,8.0,127,5.9,71.5,10,0.877,7.75,17.0,0.31,8052.5,2.1,808.3
A0491,27,F,81.4,42.1,48,65,long_run,71,179,185,12.7,29,4.9,63.6,21,0.968,5.59,14.09,0.235,12170.9,3.1,1370.5
A0492,37,F,71.1,39.1,50,82,intervals,106,138,147,15.3,208,4.7,83.3,34,0.939,6.93,9.02,0.283,14584.6,3.3,1383.6
A0493,33,F,79.3,60.4,53,93,intervals,88,158,165,12.7,193,7.0,75.1,26,0.958,6.93,12.44,0.382,14005.3,1.0,1362.3
A0494,26,M,63.1,43.1,54,63,intervals,49,157,169,8.9,246,8.1,65.4,32,0.929,5.51,17.64,0.275,7590.1,-0.1,731.1
A0495,35,M,82.7,53.2,50,90,long_run,103,178,184,19.4,12,6.7,66.6,27,0.967,5.31,9.18,0.299,18543.1,1.3,2031.0
A0496,21,F,83.5,61.0,62,67,tempo,32,138,155,3.8,51,6.3,71.3,22,0.89,8.42,36.32,0.442,4220.8,1.7,418.2
A0497,36,M,79.1,47.8,58,89,intervals,39,178,195,6.4,48,6.7,69.8,33,0.913,6.09,27.81,0.269,6667.9,1.3,736.7
A0498,34,M,56.2,56.6,52,69,long_run,118,176,184,15.2,106,8.2,70.3,30,0.957,7.76,11.58,0.322,21490.9,-0.2,2093.5
A0499,23,M,82.9,57.2,63,81,long_run,99,176,187,16.4,200,5.4,64.3,25,0.941,6.04,10.73,0.325,17048.2,2.6,1851.5
A0500,25,F,75.9,49.2,58,79,long_run,57,152,159,7.8,264,7.7,82.1,25,0.956,7.31,19.49,0.324,8931.5,0.3,829.4
A0501,32,M,58.6,39.7,45,71,intervals,72,158,163,13.7,182,8.6,66.5,15,0.969,5.26,11.53,0.251,11370.1,-0.6,1045.0
A0502,44,F,75.7,41.3,47,84,intervals,116,156,174,16.9,159,7.1,92.0,12,0.897,6.86,9.23,0.265,18385.0,0.9,1950.1
A0503,31,F,71.9,39.3,62,65,long_run,62,166,180,9.6,214,5.4,57.1,26,0.922,6.46,17.29,0.237,9790.5,2.6,1051.3
A0504,21,M,68.3,38.1,53,61,tempo,48,145,160,5.4,0,7.9,48.2,28,0.906,8.89,26.85,0.263,7284.8,0.1,627.6
A0505,32,F,64.3,43.7,62,90,tempo,74,154,169,11.5,56,7.1,103.4,27,0.911,6.43,13.39,0.284,11178.2,0.9,1089.2
A0506,24,M,90.0,49.8,48,69,long_run,79,164,173,14.6,111,7.2,75.5,15,0.948,5.41,11.23,0.304,12448.8,0.8,1332.9
A0507,44,F,89.2,56.3,58,90,intervals,73,167,174,13.4,22,6.6,80.4,18,0.96,5.45,12.46,0.337,11830.8,1.4,1329.9
A0508,36,M,75.2,54.3,50,78,long_run,82,141,154,8.4,132,8.0,63.0,27,0.916,9.76,16.79,0.385,11216.8,0.0,1048.6
A0509,42,F,83.3,47.7,57,60,intervals,32,151,163,5.5,175,6.9,42.9,19,0.926,5.82,27.45,0.316,4813.8,1.1,520.4
A0510,39,M,69.1,55.6,53,68,tempo,53,168,183,6.9,109,8.4,47.7,25,0.918,7.68,24.35,0.331,8467.2,-0.4,872.8
A0511,25,F,81.7,59.3,47,94,tempo,67,146,153,8.5,69,5.8,87.8,33,0.954,7.88,17.18,0.406,9412.1,2.2,938.1
A0512,43,M,72.5,56.8,45,77,intervals,32,153,158,6.2,170,8.7,62.0,24,0.968,5.16,24.68,0.371,4699.9,-0.7,510.9
A0513,43,F,85.9,38.5,46,79,tempo,109,139,145,18.4,93,5.5,86.6,23,0.959,5.92,7.55,0.277,15790.6,2.5,1451.8
A0514,34,F,80.3,48.6,52,95,tempo,55,139,145,7.5,184,6.1,77.5,27,0.959,7.33,18.53,0.35,7836.7,1.9,761.2
A0515,33,F,73.9,57.0,59,73,intervals,60,158,173,9.8,275,4.9,52.3,34,0.913,6.12,16.12,0.361,9401.0,3.1,956.7
A0516,27,M,88.7,42.1,48,84,intervals,89,165,180,9.9,79,5.0,69.9,33,0.917,8.99,16.67,0.255,14929.7,3.0,1563.8
A0517,25,M,70.7,55.7,49,64,tempo,49,144,158,6.0,126,8.9,63.5,13,0.911,8.17,24.0,0.387,7156.7,-0.9,612.4
A0518,35,M,58.5,56.4,54,66,intervals,118,156,175,20.3,136,8.1,56.3,12,0.891,5.81,7.68,0.362,19253.5,-0.1,1801.2
A0519,44,F,87.7,56.7,47,67,long_run,88,131,150,14.9,147,7.3,71.6,15,0.873,5.91,8.79,0.433,11472.2,0.7,1125.5
A0520,42,F,88.6,42.7,56,77,intervals,74,176,184,14.1,213,7.7,86.3,19,0.957,5.25,12.48,0.243,12623.2,0.3,1388.2
A0521,21,F,82.7,53.5,49,95,long_run,83,153,161,14.6,227,8.4,87.8,30,0.95,5.68,10.48,0.35,12226.2,-0.4,1269.3
A0522,34,M,86.6,51.4,57,86,long_run,80,149,167,15.5,299,4.7,83.0,20,0.892,5.16,9.61,0.345,12246.0,3.3,1162.1
A0523,32,F,72.3,49.1,53,90,long_run,97,163,170,10.8,200,4.6,83.0,19,0.959,8.98,15.09,0.301,15640.7,3.4,1579.9
A0524,27,F,58.3,42.9,56,98,tempo,34,171,181,6.5,197,6.6,75.8,31,0.945,5.23,26.31,0.251,5790.4,1.4,590.5
A0525,35,F,55.3,40.0,64,76,long_run,48,146,157,6.3,122,6.1,70.1,11,0.93,7.62,23.17,0.274,6902.4,1.9,632.5
A0526,24,M,74.7,54.0,59,96,long_run,34,153,159,5.7,187,5.1,109.6,27,0.962,5.96,26.84,0.353,5079.7,2.9,482.8
A0527,36,F,60.0,43.5,45,63,intervals,113,165,178,17.9,155,4.6,56.7,33,0.927,6.31,9.22,0.264,19245.7,3.4,1893.0
A0528,43,M,87.5,44.4,50,88,long_run,54,139,146,7.2,218,4.7,74.5,19,0.952,7.5,19.31,0.319,7238.3,3.3,729.5
A0529,20,F,68.0,42.7,53,93,tempo,57,177,184,7.3,297,5.7,88.0,27,0.962,7.81,24.25,0.241,9609.3,2.3,1053.8
A0530,32,F,56.8,42.7,56,92,tempo,57,132,138,6.2,295,4.9,105.0,34,0.957,9.19,21.29,0.323,7565.8,3.1,643.9
A0531,29,F,64.3,56.0,49,82,tempo,31,156,171,3.8,15,8.7,76.3,32,0.912,8.16,41.05,0.359,5038.9,-0.7,449.5
A0532,24,F,57.3,54.6,61,97,long_run,46,166,177,8.7,176,6.9,82.4,16,0.938,5.29,19.08,0.329,7498.3,1.1,741.8
A0533,33,F,76.3,48.6,62,89,long_run,71,171,182,11.2,248,7.9,101.0,12,0.94,6.34,15.27,0.284,11534.4,0.1,1262.6
A0534,33,M,89.1,44.0,46,90,intervals,76,172,182,10.1,224,6.0,78.9,31,0.945,7.52,17.03,0.256,12690.1,2.0,1419.3
A0535,28,M,76.8,39.0,50,98,long_run,95,161,175,14.9,133,7.4,97.7,32,0.92,6.38,10.81,0.242,15670.9,0.6,1492.5
A0536,24,F,71.1,43.7,51,83,tempo,77,178,184,10.6,273,5.9,59.2,28,0.967,7.26,16.79,0.246,14248.0,2.1,1336.8
A0537,33,M,67.6,55.3,63,70,long_run,49,165,171,8.6,37,7.3,72.9,10,0.965,5.7,19.19,0.335,8266.9,0.7,770.6
A0538,44,M,70.2,38.7,61,91,long_run,62,137,151,12.2,60,7.6,66.7,15,0.907,5.08,11.23,0.282,8287.4,0.4,811.6
A0539,38,F,62.6,40.3,60,61,long_run,40,173,182,4.7,293,8.0,44.6,18,0.951,8.51,36.81,0.233,6660.5,0.0,683.7
A0540,24,M,89.6,45.8,49,88,tempo,47,158,168,7.7,159,8.2,96.0,31,0.94,6.1,20.52,0.29,7346.5,-0.2,784.0
A0541,38,M,72.3,48.5,64,62,intervals,45,168,184,7.1,285,4.6,65.1,17,0.913,6.34,23.66,0.289,7823.7,3.4,806.2
A0542,38,F,79.5,53.1,47,95,long_run,85,165,178,12.5,244,5.8,76.5,34,0.927,6.8,13.2,0.322,14276.8,2.2,1433.4
A0543,39,F,79.7,52.9,53,60,long_run,119,163,174,20.8,112,4.8,47.6,20,0.937,5.72,7.84,0.325,19264.2,3.2,2060.8
A0544,43,M,58.9,50.2,61,80,tempo,96,144,156,10.9,153,7.6,68.8,31,0.923,8.81,13.21,0.349,14468.7,0.4,1243.8
A0545,41,F,87.4,57.1,59,86,long_run,80,134,144,11.5,55,6.9,83.5,21,0.931,6.96,11.65,0.426,10600.1,1.1,1045.0
A0546,28,M,71.7,64.7,52,80,long_run,50,137,142,6.1,12,7.1,81.5,25,0.965,8.2,22.46,0.472,6816.2,0.9,616.2
A0547,28,F,85.0,62.6,56,65,tempo,102,166,175,13.4,263,7.5,64.4,20,0.949,7.61,12.39,0.377,16143.4,0.5,1719.9
A0548,28,F,89.8,52.5,45,70,intervals,94,175,190,14.9,255,5.7,52.8,29,0.921,6.31,11.74,0.3,17264.6,2.3,1695.5
A0549,29,M,63.1,48.8,53,80,tempo,86,167,179,16.3,131,8.9,85.0,30,0.933,5.28,10.25,0.292,14530.7,-0.9,1421.8
A0550,44,F,70.1,47.2,58,93,tempo,119,148,162,12.9,1,8.8,90.6,15,0.914,9.22,11.47,0.319,17225.0,-0.8,1774.7
A0551,39,F,58.8,63.2,49,69,long_run,47,144,157,6.1,4,6.9,62.0,29,0.917,7.7,23.61,0.439,6544.6,1.1,643.2
A0552,32,M,75.9,48.5,54,76,intervals,98,147,152,16.6,39,7.9,64.0,32,0.967,5.9,8.86,0.33,14819.2,0.1,1445.1
A0553,36,F,61.5,59.1,63,99,long_run,66,155,169,9.1,223,8.7,81.4,15,0.917,7.25,17.03,0.381,9894.1,-0.7,952.6
A0554,30,M,61.2,55.1,52,94,tempo,114,134,144,13.5,292,9.0,92.1,13,0.931,8.44,9.93,0.411,15593.0,-1.0,1251.3
A0555,21,F,80.8,58.8,56,91,long_run,110,133,147,13.8,106,7.5,80.7,27,0.905,7.97,9.64,0.442,14466.0,0.5,1226.6
A0556,28,F,85.9,44.0,60,98,tempo,116,166,179,18.9,155,5.9,90.9,30,0.927,6.14,8.78,0.265,18913.2,2.1,1914.0
A0557,44,F,55.4,63.7,45,95,tempo,97,138,150,18.5,278,5.4,66.8,23,0.92,5.24,7.46,0.462,13658.7,2.6,1144.8
A0558,44,F,81.1,63.0,53,81,tempo,97,177,183,13.1,52,4.6,79.3,33,0.967,7.4,13.51,0.356,17593.0,3.4,1861.8
A0559,36,M,67.6,38.4,54,60,long_run,31,178,188,4.7,162,6.5,50.4,29,0.947,6.6,37.87,0.216,5466.6,1.5,563.9
A0560,41,F,67.6,45.0,56,90,tempo,111,175,190,15.4,202,6.3,70.3,10,0.921,7.21,11.36,0.257,19596.1,1.7,2095.7
A0561,20,F,62.2,48.3,45,70,tempo,82,170,179,10.2,209,7.2,65.6,33,0.95,8.04,16.67,0.284,14460.2,0.8,1304.0
A0562,31,M,78.5,47.3,50,74,long_run,71,160,170,11.5,288,6.4,67.9,29,0.941,6.17,13.91,0.296,11111.8,1.6,1195.9
A0563,42,F,68.5,56.9,64,99,tempo,40,176,195,6.1,76,5.7,95.6,34,0.903,6.56,28.85,0.323,6914.9,2.3,757.3
A0564,37,M,68.1,51.7,50,60,intervals,68,156,164,11.8,30,5.7,48.6,27,0.951,5.76,13.22,0.331,10160.4,2.3,1086.4
A0565,33,M,57.2,52.5,45,68,long_run,34,144,150,6.1,219,5.9,67.8,19,0.96,5.57,23.61,0.365,5006.4,2.1,455.6
A0566,24,F,57.5,51.5,57,74,tempo,89,135,143,17.0,74,6.2,72.1,13,0.944,5.24,7.94,0.381,12277.6,1.8,952.0
A0567,36,F,77.5,45.3,47,96,intervals,32,169,178,4.4,230,8.4,92.3,24,0.949,7.27,38.41,0.268,5532.1,-0.4,552.6
A0568,26,F,57.9,58.7,50,63,intervals,84,132,137,11.2,186,6.9,54.7,28,0.964,7.5,11.79,0.445,11336.9,1.1,884.2
A0569,39,F,68.3,57.9,58,95,tempo,88,141,149,11.5,166,6.3,80.0,26,0.946,7.65,12.26,0.411,12970.8,1.7,1180.7
A0570,40,M,61.3,51.3,60,77,intervals,104,167,175,15.2,172,7.2,66.1,21,0.954,6.84,10.99,0.307,16620.5,0.8,1762.1
A0571,41,F,62.5,50.7,47,98,tempo,67,144,163,10.6,103,6.5,74.0,33,0.883,6.32,13.58,0.352,9925.0,1.5,934.3
A0572,26,F,74.4,55.1,56,75,long_run,35,143,150,6.7,227,7.4,79.8,19,0.953,5.22,21.34,0.385,4959.6,0.6,468.9
A0573,31,M,68.4,54.6,51,81,tempo,68,171,184,9.0,285,6.9,87.6,32,0.929,7.56,19.0,0.319,11617.6,1.1,1132.3
A0574,35,M,68.4,42.2,49,66,long_run,34,144,151,3.7,183,4.5,61.4,11,0.954,9.19,38.92,0.293,4651.3,3.5,470.5
A0575,29,M,70.8,42.2,62,83,tempo,72,169,179,14.4,60,8.8,64.2,18,0.944,5.0,11.74,0.25,11688.1,-0.8,1288.8
A0576,33,M,84.8,39.3,60,81,long_run,77,168,182,9.4,240,4.9,73.7,18,0.923,8.19,17.87,0.234,13392.0,3.1,1386.5
A0577,40,M,88.3,64.5,53,87,intervals,45,164,172,6.2,236,7.7,72.3,10,0.953,7.26,26.45,0.393,7308.4,0.3,813.5
A0578,41,M,69.5,43.8,61,98,tempo,106,157,172,15.6,279,6.6,86.9,21,0.913,6.79,10.06,0.279,15889.1,1.4,1685.3
A0579,35,M,75.0,56.8,55,84,tempo,60,150,167,7.5,242,7.1,77.4,26,0.898,8.0,20.0,0.379,9326.8,0.9,863.8
A0580,31,M,63.0,47.8,54,94,intervals,90,165,175,16.4,3,8.4,96.1,32,0.943,5.49,10.06,0.29,14355.8,-0.4,1454.5
A0581,44,M,75.9,61.2,64,71,long_run,45,166,183,6.0,54,4.6,62.3,30,0.907,7.5,27.67,0.369,7747.4,3.4,792.5
A0582,29,M,55.2,43.8,47,62,intervals,111,175,187,13.6,33,6.3,65.5,24,0.936,8.16,12.87,0.25,19130.8,1.7,1930.4
A0583,36,F,90.0,58.2,60,91,tempo,52,167,173,7.0,103,8.2,86.3,29,0.965,7.43,23.86,0.349,8874.0,-0.2,898.3
A0584,30,M,75.2,52.7,61,93,intervals,105,171,187,12.3,7,7.5,93.7,11,0.914,8.54,13.9,0.308,18624.9,0.5,1812.7
A0585,33,M,56.9,42.0,49,60,tempo,83,148,153,14.3,225,7.8,50.9,21,0.967,5.8,10.35,0.284,12466.8,0.2,1096.1
A0586,28,F,70.9,45.2,63,92,intervals,109,140,150,14.8,150,7.3,102.5,14,0.933,7.36,9.46,0.323,15722.4,0.7,1376.8
A0587,21,F,73.7,53.6,56,88,long_run,56,146,155,6.6,252,5.4,93.0,27,0.942,8.48,22.12,0.367,8189.8,2.6,778.5
A0588,30,F,86.8,43.9,55,71,tempo,42,138,153,5.0,229,7.3,55.9,19,0.902,8.4,27.6,0.318,5789.8,0.7,535.6
A0589,27,M,89.0,42.1,63,91,tempo,67,169,181,7.9,272,8.1,72.5,22,0.934,8.48,21.39,0.249,11029.4,-0.1,1226.7
A0590,37,M,85.0,62.2,47,69,intervals,57,163,174,7.9,125,8.6,61.2,13,0.937,7.22,20.63,0.382,9198.4,-0.6,968.9
A0591,36,M,61.3,47.8,58,65,intervals,60,158,171,9.3,80,7.6,47.7,33,0.924,6.45,16.99,0.303,9675.2,0.4,903.2
A0592,26,F,65.1,40.1,62,76,long_run,104,130,135,17.2,45,8.9,68.2,10,0.963,6.05,7.56,0.308,13079.3,-0.9,1127.0
A0593,25,M,73.1,60.5,49,71,intervals,38,170,175,5.3,53,8.2,56.3,30,0.971,7.17,32.08,0.356,6646.5,-0.2,663.5
A0594,21,F,70.0,40.1,60,69,tempo,81,144,152,15.5,206,8.0,75.4,18,0.947,5.23,9.29,0.278,11233.8,0.0,1053.2
A0595,24,M,56.3,61.1,56,64,tempo,103,157,176,16.8,15,7.5,54.2,26,0.892,6.13,9.35,0.389,16813.1,0.5,1405.4
A0596,43,F,88.4,57.1,58,98,tempo,46,160,174,5.1,216,8.5,111.8,27,0.92,9.02,31.37,0.357,7270.8,-0.5,803.2
A0597,42,M,74.5,39.9,51,74,long_run,95,164,171,15.4,127,6.4,59.4,24,0.959,6.17,10.65,0.243,16263.0,1.6,1706.3
A0598,30,F,75.1,58.4,60,64,intervals,89,131,142,13.9,281,5.5,62.4,21,0.923,6.4,9.42,0.446,12068.8,2.5,1045.1
A0599,36,F,76.7,53.8,46,82,intervals,67,157,174,8.6,199,6.5,70.5,34,0.902,7.79,18.26,0.343,10269.9,1.5,1061.1
A0600,22,M,57.8,60.2,56,95,tempo,53,161,176,5.5,95,6.7,85.8,16,0.915,9.64,29.27,0.374,8759.8,1.3,766.6
A0601,22,F,82.8,62.0,46,76,intervals,39,147,163,6.6,281,5.6,59.0,15,0.902,5.91,22.27,0.422,5802.8,2.4,535.6
A0602,23,F,56.4,42.5,53,61,tempo,114,163,178,13.0,67,6.1,55.9,34,0.916,8.77,12.54,0.261,19078.5,1.9,1753.0
A0603,34,F,76.0,64.0,59,66,long_run,114,179,191,17.4,270,8.3,60.5,15,0.937,6.55,10.29,0.358,21201.0,-0.3,2263.8
A0604,23,M,75.4,50.1,54,61,intervals,89,153,169,11.0,31,6.6,50.8,15,0.905,8.09,13.91,0.327,13884.9,1.4,1355.6
A0605,28,M,72.3,47.4,55,73,tempo,109,139,147,14.8,185,8.3,60.8,27,0.946,7.36,9.39,0.341,14842.9,-0.3,1340.8
A0606,21,M,88.8,39.9,47,98,tempo,50,178,194,9.2,79,7.5,99.6,24,0.918,5.43,19.35,0.224,8955.2,0.5,948.8
A0607,25,F,67.2,38.2,56,95,intervals,60,139,148,10.9,265,8.7,100.6,10,0.939,5.5,12.75,0.275,8738.6,-0.7,732.2
A0608,29,M,66.2,40.5,48,86,tempo,115,151,156,20.2,69,5.0,83.5,30,0.968,5.69,7.48,0.268,17890.5,3.0,1652.8
A0609,29,F,73.1,50.0,55,72,tempo,76,178,188,9.4,26,8.9,69.4,14,0.947,8.09,18.94,0.281,13559.3,-0.9,1369.2
A0610,40,F,58.0,53.5,45,60,tempo,83,175,188,10.7,296,5.4,42.8,34,0.931,7.76,16.36,0.306,13921.5,2.6,1481.5
A0611,44,F,80.2,40.1,56,69,tempo,88,160,176,13.6,188,5.6,48.3,29,0.909,6.47,11.76,0.251,13439.2,2.4,1534.2
A0612,22,M,80.4,47.5,56,88,long_run,64,149,158,12.3,29,8.8,86.1,25,0.943,5.2,12.11,0.319,9601.4,-0.8,932.9
A0613,44,F,64.0,52.3,57,62,tempo,66,177,184,13.0,272,8.4,69.4,27,0.962,5.08,13.62,0.295,11851.5,-0.4,1233.1
A0614,21,F,84.1,60.9,55,98,tempo,89,159,166,9.2,211,8.2,101.5,28,0.958,9.67,17.28,0.383,14142.5,-0.2,1387.9
A0615,30,M,80.2,44.8,47,62,tempo,85,169,186,10.4,128,7.1,47.5,20,0.909,8.17,16.25,0.265,14121.9,0.9,1503.1
A0616,35,M,68.5,39.7,51,96,long_run,113,151,164,14.6,20,8.2,106.4,15,0.921,7.74,10.34,0.263,17227.6,-0.2,1665.7
A0617,35,F,78.4,57.8,61,80,tempo,59,151,158,8.6,146,7.7,69.2,22,0.956,6.86,17.56,0.383,9204.4,0.3,896.0
A0618,34,F,65.3,52.8,64,69,intervals,48,147,165,7.8,162,8.0,65.2,19,0.891,6.15,18.85,0.359,6871.4,0.0,626.8
A0619,25,F,55.1,57.4,63,78,intervals,31,155,165,4.5,133,5.9,61.5,27,0.939,6.89,34.44,0.37,4565.2,2.1,421.7
A0620,43,F,80.1,47.5,51,64,long_run,87,158,168,11.2,257,8.1,61.1,27,0.94,7.77,14.11,0.301,13634.0,-0.1,1421.5
A0621,22,F,73.3,51.9,45,63,intervals,87,130,147,12.0,208,4.9,63.8,12,0.884,7.25,10.83,0.399,10746.8,3.1,990.6
A0622,22,F,64.2,44.5,50,89,intervals,95,137,155,14.8,105,8.8,86.5,11,0.884,6.42,9.26,0.325,12482.8,-0.8,1111.2
A0623,32,M,79.6,40.5,60,72,tempo,115,152,160,20.4,113,4.9,67.8,34,0.95,5.64,7.45,0.266,16967.0,3.1,1716.5
A0624,22,F,63.9,56.9,47,84,tempo,63,151,161,9.0,294,7.0,88.4,12,0.938,7.0,16.78,0.377,9244.8,1.0,874.3
A0625,30,F,71.9,60.6,48,87,intervals,39,140,146,7.4,46,5.8,82.5,29,0.959,5.27,18.92,0.433,5727.2,2.2,484.2
A0626,27,M,84.5,53.8,46,98,long_run,75,177,192,8.9,262,7.7,101.6,15,0.922,8.43,19.89,0.304,13089.7,0.3,1397.5
A0627,42,F,66.3,51.6,64,66,tempo,69,169,187,9.0,145,8.5,62.9,14,0.904,7.67,18.78,0.305,12098.4,-0.5,1245.1
A0628,36,F,81.4,49.7,61,74,intervals,119,173,189,21.8,93,5.3,78.3,20,0.915,5.46,7.94,0.287,21389.3,2.7,2180.9
A0629,24,M,87.9,55.6,46,60,intervals,91,152,165,14.4,134,7.6,45.9,20,0.921,6.32,10.56,0.366,13302.1,0.4,1409.8
A0630,33,F,88.1,55.9,45,99,long_run,104,179,191,18.0,22,8.6,78.2,15,0.937,5.78,9.94,0.312,19080.1,-0.6,1972.7
A0631,38,F,55.6,57.4,47,97,long_run,98,178,184,14.2,72,7.1,89.4,19,0.967,6.9,12.54,0.322,17934.3,0.9,1817.5
A0632,24,F,60.4,45.2,50,96,tempo,77,161,176,12.6,5,5.5,106.9,19,0.915,6.11,12.78,0.281,11950.4,2.5,1115.9
A0633,21,M,89.8,55.6,54,60,tempo,89,155,160,16.2,102,5.7,64.0,30,0.969,5.49,9.57,0.359,13267.8,2.3,1321.7
A0634,37,F,59.9,45.2,50,84,tempo,71,131,142,12.5,162,5.4,86.1,21,0.923,5.68,10.48,0.345,9536.9,2.6,825.3
A0635,40,F,82.4,49.0,61,61,long_run,46,148,160,5.3,229,8.9,55.0,11,0.925,8.68,27.92,0.331,6987.3,-0.9,708.6
